customer_id,customer_name,monthly_income,monthly_expenses,savings_balance,investment_balance,total_debt,payment_history_score,credit_utilization_ratio,credit_age_months,credit_score,risk_score,financial_health_score,loan_approved
SYN0830,Synthetic Customer 830,82791,28193,156217,24670,243197,0.99,0.22,107,638,5,70,1
SYN0831,Synthetic Customer 831,72581,41555,153564,70593,398432,0.75,0.3,41,610,5,70,0
SYN0832,Synthetic Customer 832,421186,381824,16790,7295,1824420,0.89,0.47,28,525,6,10,0
SYN0833,Synthetic Customer 833,22950,10566,58904,1668,45927,0.93,0.11,91,613,5,60,1
SYN0834,Synthetic Customer 834,459891,515594,65765,19056,2879221,0.61,0.4,32,489,6,5,0
SYN0835,Synthetic Customer 835,38744,22605,109599,31975,75940,0.92,0.07,38,631,5,70,1
SYN0836,Synthetic Customer 836,365596,389716,23501,7755,2453822,0.64,0.62,22,477,6,5,0
SYN0837,Synthetic Customer 837,428710,388515,29633,5633,1938869,0.73,0.51,21,520,6,10,0
SYN0838,Synthetic Customer 838,38435,22949,58220,23310,27063,0.94,0.42,119,629,5,60,1
SYN0839,Synthetic Customer 839,81908,85178,41504,9255,637640,0.71,0.09,15,535,6,25,0
SYN0840,Synthetic Customer 840,41356,23152,69906,27261,114277,0.94,0.49,27,593,5,70,0
SYN0841,Synthetic Customer 841,16541,11575,34092,5197,10353,0.92,0.85,100,505,6,60,1
SYN0842,Synthetic Customer 842,66689,26763,107388,36830,54423,0.92,0.26,67,649,5,70,1
SYN0843,Synthetic Customer 843,26117,26927,8728,4222,237725,0.68,0.11,1,514,6,25,0
SYN0844,Synthetic Customer 844,439670,522677,79748,6676,3639749,0.85,0.05,6,509,6,0,0
SYN0845,Synthetic Customer 845,71282,38165,69121,19144,263878,0.88,0.76,43,572,6,60,0
SYN0846,Synthetic Customer 846,72407,44104,150207,26462,205834,0.81,0.42,12,588,5,70,0
SYN0847,Synthetic Customer 847,378950,373655,15575,5858,1848091,0.83,0.36,15,519,6,0,0
SYN0848,Synthetic Customer 848,79362,57620,107860,52544,255661,0.81,0.91,41,518,6,60,1
SYN0849,Synthetic Customer 849,166019,57056,205168,9120,481868,0.91,0.32,45,623,5,60,1
SYN0850,Synthetic Customer 850,232227,236402,2067,309,1864339,0.87,0.07,33,543,6,0,0
SYN0851,Synthetic Customer 851,74959,69007,30622,4986,558994,0.72,0.32,11,536,6,25,0
SYN0852,Synthetic Customer 852,123342,70312,419047,105889,65211,0.94,0.21,93,671,4,70,1
SYN0853,Synthetic Customer 853,35256,20998,101323,42516,75110,0.94,0.2,74,618,5,70,1
SYN0854,Synthetic Customer 854,59691,27531,155433,16515,154478,0.95,0.54,51,602,5,70,1
SYN0855,Synthetic Customer 855,184131,85719,566535,83900,501824,0.9,0.88,93,571,6,75,1
SYN0856,Synthetic Customer 856,23476,11090,71789,33113,40933,0.91,0.07,83,619,5,75,1
SYN0857,Synthetic Customer 857,86518,78414,2477,255,685622,0.63,0.57,0,512,6,10,0
SYN0858,Synthetic Customer 858,377723,451335,73011,34949,3152929,0.85,0.24,19,490,6,15,0
SYN0859,Synthetic Customer 859,95073,95237,40749,8114,693500,0.53,0.52,6,499,6,15,0
SYN0860,Synthetic Customer 860,79547,65975,33965,2685,698144,0.53,0.43,4,542,6,25,0
SYN0861,Synthetic Customer 861,312608,323189,27706,9637,1915045,0.77,0.77,16,469,6,5,0
SYN0862,Synthetic Customer 862,31345,18522,112579,32082,51833,0.97,0.42,56,596,5,75,1
SYN0863,Synthetic Customer 863,63147,33981,118720,46171,180965,0.83,0.53,56,595,5,70,0
SYN0864,Synthetic Customer 864,448174,407740,16869,1945,2816024,0.78,0.41,7,529,6,10,0
SYN0865,Synthetic Customer 865,94942,84201,29780,4995,509379,0.8,0.31,15,544,6,35,0
SYN0866,Synthetic Customer 866,87452,29964,290572,79996,15316,0.99,0.22,118,722,1,100,1
SYN0867,Synthetic Customer 867,201093,188363,16826,6841,1564110,0.74,0.31,28,535,6,15,0
SYN0868,Synthetic Customer 868,69454,65465,30005,12483,535310,0.54,0.63,24,501,6,35,0
SYN0869,Synthetic Customer 869,435444,411361,76066,26845,1754278,0.72,0.89,21,475,6,25,0
SYN0870,Synthetic Customer 870,16501,11343,55049,21165,29143,0.91,0.17,39,533,6,70,1
SYN0871,Synthetic Customer 871,35647,22773,103296,8112,47998,0.96,0.09,115,624,5,70,1
SYN0872,Synthetic Customer 872,33902,21266,118572,49188,42452,0.95,0.89,51,541,6,70,1
SYN0873,Synthetic Customer 873,20889,14386,38851,18990,10317,0.94,0.8,113,548,6,60,1
SYN0874,Synthetic Customer 874,72664,70968,21427,5569,674501,0.63,0.42,16,515,6,15,0
SYN0875,Synthetic Customer 875,70070,61462,4819,688,369745,0.59,0.19,24,558,6,20,0
SYN0876,Synthetic Customer 876,90429,35451,241101,80540,55079,1.0,0.19,115,681,4,75,1
SYN0877,Synthetic Customer 877,128125,53425,301369,84991,190414,0.93,0.93,39,562,6,70,1
SYN0878,Synthetic Customer 878,103099,38341,345300,133332,87775,0.98,0.39,38,630,5,75,1
SYN0879,Synthetic Customer 879,27947,25026,9274,236,142926,0.62,0.24,0,537,6,20,0
SYN0880,Synthetic Customer 880,92623,100870,37517,18176,554100,0.7,0.13,18,522,6,25,0
SYN0881,Synthetic Customer 881,433823,401361,66197,9330,1985431,0.71,0.98,15,469,6,15,0
SYN0882,Synthetic Customer 882,28885,19884,73147,30451,2897,1.0,0.62,119,646,2,95,1
SYN0883,Synthetic Customer 883,30035,15559,67856,16442,101635,0.91,0.38,34,613,5,70,0
SYN0884,Synthetic Customer 884,31722,15365,50355,2291,40661,0.93,0.4,51,616,5,60,1
SYN0885,Synthetic Customer 885,77518,51700,85504,40006,306588,0.83,0.8,55,542,6,60,1
SYN0886,Synthetic Customer 886,79338,69968,31526,3450,503309,0.64,0.6,0,514,6,25,0
SYN0887,Synthetic Customer 887,72365,56204,122717,627,174790,0.87,0.41,56,560,6,35,1
SYN0888,Synthetic Customer 888,482135,445658,101447,35300,3242878,0.61,0.83,28,485,6,25,0
SYN0889,Synthetic Customer 889,142535,84325,364170,101384,308548,0.92,0.76,113,566,6,70,1
SYN0890,Synthetic Customer 890,82706,36292,378007,58070,132369,0.97,0.75,111,586,5,75,1
SYN0891,Synthetic Customer 891,45101,37298,16600,3623,282118,0.57,0.49,11,537,6,35,0
SYN0892,Synthetic Customer 892,123598,55353,461585,1870,269653,0.92,0.81,74,577,6,50,1
SYN0893,Synthetic Customer 893,122704,57760,365466,172972,243742,0.97,0.67,101,593,5,75,1
SYN0894,Synthetic Customer 894,20751,8707,31288,4253,3239,0.99,0.85,102,613,2,95,1
SYN0895,Synthetic Customer 895,45146,47597,626,272,426859,0.68,0.68,14,473,6,0,0
SYN0896,Synthetic Customer 896,161965,79733,744240,169344,30239,0.94,0.99,59,639,2,100,1
SYN0897,Synthetic Customer 897,185867,81777,464908,231683,507877,0.97,0.06,77,652,5,70,1
SYN0898,Synthetic Customer 898,29708,14701,63588,28839,23864,0.96,0.03,64,672,4,70,1
SYN0899,Synthetic Customer 899,239028,280881,11294,514,1238231,0.79,0.1,30,509,6,0,0
SYN0900,Synthetic Customer 900,212595,229126,31955,4102,1106483,0.67,0.47,21,490,6,0,0
SYN0901,Synthetic Customer 901,137448,62662,282081,114957,36077,0.98,0.62,98,671,1,95,1
SYN0902,Synthetic Customer 902,72422,42899,325911,17046,98394,0.98,0.07,80,633,5,75,1
SYN0903,Synthetic Customer 903,129028,62349,355423,14625,47298,0.96,0.3,72,691,3,75,1
SYN0904,Synthetic Customer 904,250242,271560,24690,10808,1939374,0.79,0.45,29,491,6,5,0
SYN0905,Synthetic Customer 905,253098,253575,56952,14879,1862310,0.76,0.59,6,492,6,15,0
SYN0906,Synthetic Customer 906,53221,25469,76806,12688,151248,0.99,0.13,89,646,5,70,1
SYN0907,Synthetic Customer 907,66581,61674,28947,3983,461685,0.54,0.05,4,561,6,25,0
SYN0908,Synthetic Customer 908,96614,89923,55634,10197,813585,0.68,0.54,4,511,6,35,0
SYN0909,Synthetic Customer 909,60770,36012,73970,529,226537,0.83,0.65,21,569,6,35,0
SYN0910,Synthetic Customer 910,63233,47156,101616,22532,164189,0.75,0.21,24,583,5,60,0
SYN0911,Synthetic Customer 911,44819,44835,18683,5425,426373,0.76,0.56,10,496,6,25,0
SYN0912,Synthetic Customer 912,24818,13044,39447,1382,27059,0.95,0.91,117,539,6,60,1
SYN0913,Synthetic Customer 913,75430,42925,129970,48141,245937,0.89,0.81,59,561,6,70,1
SYN0914,Synthetic Customer 914,56234,31225,133937,9664,208411,0.79,0.55,21,587,5,70,1
SYN0915,Synthetic Customer 915,301923,328915,66136,1945,1608514,0.66,0.29,14,505,6,0,0
SYN0916,Synthetic Customer 916,42843,38642,14253,176,242362,0.55,0.27,3,543,6,10,0
SYN0917,Synthetic Customer 917,85977,35566,346890,55112,34346,0.93,0.25,71,692,3,80,1
SYN0918,Synthetic Customer 918,64532,51182,154609,8569,359700,0.73,0.88,20,506,6,70,0
SYN0919,Synthetic Customer 919,64901,39814,82661,16026,295843,0.93,0.76,49,557,6,60,0
SYN0920,Synthetic Customer 920,24639,15691,48943,9177,3149,0.99,0.84,110,610,2,95,1
SYN0921,Synthetic Customer 921,309700,346303,58322,20148,2290784,0.62,0.51,32,479,6,15,0
SYN0922,Synthetic Customer 922,85350,81566,9166,4304,701571,0.71,0.71,15,490,6,15,0
SYN0923,Synthetic Customer 923,340685,366016,52174,21290,2519364,0.61,0.23,12,514,6,15,0
SYN0924,Synthetic Customer 924,322885,328945,23712,9361,2539749,0.65,0.84,16,464,6,5,0
SYN0925,Synthetic Customer 925,17777,7827,24917,5760,18964,0.92,0.05,101,594,5,70,1
SYN0926,Synthetic Customer 926,26022,13735,60426,26362,25540,0.95,0.28,39,603,5,70,1
SYN0927,Synthetic Customer 927,58946,33607,103841,5401,217671,0.77,0.5,46,591,5,60,0
SYN0928,Synthetic Customer 928,49850,41351,2134,410,248439,0.6,0.67,8,518,6,20,0
SYN0929,Synthetic Customer 929,55974,47980,20286,8898,305716,0.77,0.02,9,578,6,45,0
SYN0930,Synthetic Customer 930,65433,67719,15853,4750,441518,0.73,0.02,20,544,6,15,0
SYN0931,Synthetic Customer 931,39941,27377,130891,47404,21815,0.97,0.47,102,621,5,70,1
SYN0932,Synthetic Customer 932,33108,20768,97139,5627,36662,0.93,0.19,89,614,5,70,1
SYN0933,Synthetic Customer 933,58749,37305,94304,37847,220245,0.92,0.31,59,598,5,60,0
SYN0934,Synthetic Customer 934,385945,386696,38824,13217,2659802,0.83,0.69,19,483,6,5,0
SYN0935,Synthetic Customer 935,96933,78222,45676,5036,894332,0.79,0.98,18,493,6,35,0
SYN0936,Synthetic Customer 936,34917,19978,74656,25600,31954,0.91,0.39,96,614,5,70,1
SYN0937,Synthetic Customer 937,136203,64131,384845,24442,438720,0.92,0.67,46,588,5,75,1
SYN0938,Synthetic Customer 938,178087,54859,341285,101159,584275,0.93,0.24,108,636,5,75,1
SYN0939,Synthetic Customer 939,17293,9275,36051,10707,458,0.99,0.41,56,642,2,95,1
SYN0940,Synthetic Customer 940,83852,38650,244990,118435,20757,0.99,0.14,50,717,1,100,1
SYN0941,Synthetic Customer 941,76649,80126,30573,9422,426333,0.78,0.59,16,484,6,25,0
SYN0942,Synthetic Customer 942,344410,330809,81921,26164,1976745,0.78,0.25,21,536,6,15,0
SYN0943,Synthetic Customer 943,31087,16726,80288,18868,55008,0.96,0.91,80,559,6,70,1
SYN0944,Synthetic Customer 944,71260,70113,34631,8163,401949,0.55,0.62,13,493,6,25,0
SYN0945,Synthetic Customer 945,401675,471265,17684,6447,2542342,0.81,0.05,10,512,6,0,0
SYN0946,Synthetic Customer 946,90482,80308,49744,23671,737483,0.77,0.9,13,485,6,45,0
SYN0947,Synthetic Customer 947,18972,13253,26251,12558,4791,0.98,0.41,57,595,2,85,1
SYN0948,Synthetic Customer 948,47180,44906,13083,5689,243040,0.7,0.46,10,515,6,25,0
SYN0949,Synthetic Customer 949,301923,307660,778,69,1253124,0.7,0.74,31,476,6,0,0
SYN0950,Synthetic Customer 950,235775,218036,37178,14343,1656364,0.64,0.81,10,486,6,25,0
SYN0951,Synthetic Customer 951,31183,21269,28657,12147,88776,0.8,0.09,60,611,5,60,0
SYN0952,Synthetic Customer 952,40119,37398,4283,885,330146,0.63,0.06,20,560,6,15,0
SYN0953,Synthetic Customer 953,36004,21557,100238,45242,8882,0.93,0.06,36,704,1,95,1
SYN0954,Synthetic Customer 954,148931,78953,676705,125063,200866,0.92,0.03,27,645,5,75,1
SYN0955,Synthetic Customer 955,138373,75573,504764,251329,31468,0.99,0.79,109,650,2,100,1
SYN0956,Synthetic Customer 956,77448,42605,104417,21439,215898,0.78,0.62,51,583,5,60,0
SYN0957,Synthetic Customer 957,27945,19049,41636,11684,14337,0.93,0.02,119,661,5,60,1
SYN0958,Synthetic Customer 958,21570,19774,5937,1140,110371,0.69,0.37,2,489,6,25,0
SYN0959,Synthetic Customer 959,56941,33621,95544,6672,338182,0.88,0.79,48,558,6,60,0
SYN0960,Synthetic Customer 960,32418,31768,19089,2177,263957,0.6,0.63,22,494,6,15,0
SYN0961,Synthetic Customer 961,83193,68239,880,229,763553,0.61,0.64,7,523,6,20,0
SYN0962,Synthetic Customer 962,34250,20940,42192,4065,1743,0.93,0.73,67,657,2,85,1
SYN0963,Synthetic Customer 963,17601,7356,36941,4969,12529,0.94,0.64,66,560,6,70,1
SYN0964,Synthetic Customer 964,29540,18367,58750,21089,19718,0.98,0.05,89,660,5,70,1
SYN0965,Synthetic Customer 965,149986,64226,224924,39351,489441,0.96,0.16,117,645,5,70,1
SYN0966,Synthetic Customer 966,46861,28778,53914,18420,160246,0.85,0.08,20,622,5,60,1
SYN0967,Synthetic Customer 967,40140,31102,24386,11966,220848,0.88,0.49,38,550,6,50,1
SYN0968,Synthetic Customer 968,151012,87278,581153,18091,131753,0.99,0.36,114,622,5,75,1
SYN0969,Synthetic Customer 969,88766,33588,252068,33330,217639,0.92,0.58,108,602,5,75,1
SYN0970,Synthetic Customer 970,140280,76349,304193,104325,105812,0.97,0.02,45,669,5,70,1
SYN0971,Synthetic Customer 971,126841,41313,209142,3888,29344,0.96,0.48,110,689,1,75,1
SYN0972,Synthetic Customer 972,52492,16709,205058,76342,1365,0.98,0.05,51,748,0,100,1
SYN0973,Synthetic Customer 973,15237,7812,37302,8710,35181,0.99,0.47,79,535,6,70,1
SYN0974,Synthetic Customer 974,29072,14564,82461,20658,23937,0.98,0.93,87,579,6,70,1
SYN0975,Synthetic Customer 975,82216,46098,181375,32576,206966,0.94,0.62,108,586,5,70,1
SYN0976,Synthetic Customer 976,150888,58568,287030,136329,77764,0.99,0.78,115,632,5,70,1
SYN0977,Synthetic Customer 977,16040,7031,49922,22054,11600,1.0,0.98,95,519,6,75,1
SYN0978,Synthetic Customer 978,164004,98075,214057,42795,548497,0.99,0.76,52,560,6,60,1
SYN0979,Synthetic Customer 979,34683,14546,70189,25011,75761,0.97,0.78,91,581,5,70,1
SYN0980,Synthetic Customer 980,27050,11853,52804,24147,24682,0.9,0.07,104,647,5,70,1
SYN0981,Synthetic Customer 981,153628,46511,655761,155621,174726,0.98,0.5,82,608,5,75,1
SYN0982,Synthetic Customer 982,76973,43349,147694,6889,409304,0.93,0.77,43,565,6,60,1
SYN0983,Synthetic Customer 983,51195,37151,84199,19927,271244,0.81,0.17,20,591,5,60,1
SYN0984,Synthetic Customer 984,88693,36627,420202,44098,216943,0.99,0.1,84,648,5,75,1
SYN0985,Synthetic Customer 985,81143,30206,240106,22608,200970,0.97,0.38,112,623,5,75,1
SYN0986,Synthetic Customer 986,171549,95976,607475,233370,169966,0.94,0.13,34,630,5,75,1
SYN0987,Synthetic Customer 987,178245,87771,796848,307678,144336,0.96,0.57,59,618,5,75,1
SYN0988,Synthetic Customer 988,97473,40469,467854,78214,246592,0.96,0.11,32,643,5,75,1
SYN0989,Synthetic Customer 989,21058,10983,60684,26786,19902,0.95,0.81,98,535,6,70,1
SYN0990,Synthetic Customer 990,186026,102526,584183,65058,548363,0.98,0.21,108,629,5,70,1
SYN0991,Synthetic Customer 991,97360,54385,360502,117239,1866,0.98,0.13,40,728,1,100,1
SYN0992,Synthetic Customer 992,21757,12962,30694,12338,13407,0.9,0.97,100,541,6,60,1
SYN0993,Synthetic Customer 993,31731,14689,45617,7769,62428,0.9,0.15,63,642,5,70,1
SYN0994,Synthetic Customer 994,69462,46235,115668,47782,236075,0.86,0.08,28,612,5,60,1
SYN0995,Synthetic Customer 995,120621,72204,447321,97554,83645,0.96,0.64,89,606,5,75,1
SYN0996,Synthetic Customer 996,20375,10715,31955,7104,48530,0.94,0.95,67,509,6,60,1
SYN0997,Synthetic Customer 997,120811,40759,192810,8645,238496,0.93,0.1,66,647,5,60,1
SYN0998,Synthetic Customer 998,96066,43992,418064,128350,203638,0.91,0.35,97,624,5,75,1
SYN0999,Synthetic Customer 999,33077,19131,107140,8360,37855,0.93,0.68,55,572,6,70,1
SYN1000,Synthetic Customer 1000,39350,24146,75699,24258,101928,0.88,0.25,50,608,5,70,1
